id_resposta_ocorrencia,logradouro,numero_porta,referencia,coordenada_x,coordenada_y,observacao,endereco_informado,valido,id_bairro,bairro_nome,id_tipo_pessoa,id_subarea,subarea_nome,tipo_pessoa_descricao,id_ocupacao_pessoa,ocupacao_pessoa_descricao,id_tipo_frequencia,tipo_frequencia_descricao,ocupacao_drogas,ocupacao_drogas_descricao,id_item_praca,item_praca_descricao,id_tipo_ocorrencia,tipo_ocorrencia_descricao,tipo_ocorrencia_ativo,orgao_responsavel,ocorrencia_informacao,id_orgao_ocorrencia,ocorrencia_orgao_nome,codigo_ocorrencia_orgao
618,Rua Carvalho de Souza,146,A área é mista. tanto comercial quando residencial.,-22.877703851560316,-43.3333368351454,Equipe esteve no local para fazer a vistoria e nesta dia não foi visto alteração.,FALSE,,83,Madureira,,14,Madureira - Estação de Trem - Madureira Shopping - Mercadão,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
494,Rua Coração de Maria,255,A área é residencial.,-22.894477385134124,-43.27675613162914,Equipe esteve no local para fazer a vistoria e não verificou alteração.,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
254,Rua General Olímpio,128,Rua Felipe Cardoso x Rua General Olímpio,-22.9206045369405,-43.68056324774191,Na Rua Felipe Cardoso x Rua General Olímpio foi verificado pela equipe ponto de moto taxistas.,FALSE,TRUE,149,Santa Cruz,,22,Santa Cruz: Estação - Santa Cruz Shopping,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
607,Rua Conselheiro Galvão,466,A área é residencial.,-22.864199254219333,-43.34344684679966,Equipe esteve no local para fazer a vistoria e nesta dia não foi visto alteração.,FALSE,,85,Turiaçu,,14,Madureira - Estação de Trem - Madureira Shopping - Mercadão,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
482,Rua Castro Alves,208,A área é residencial.,-22.897200863793817,-43.27924927204526,Equipe esteve no local para fazer a vistoria e não verificou alteração.,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
314,Rua Rodolfo Dantas,6,Rua Rodolfo Dantas - entre o número 6 e 267,-22.966855417989503,-43.17845223460977,"➡️ Em frente ao número 40 uma banca de jornal expande sua área de atuação expondo cangas, bandeiras e revistas, além de ter uma moto (SQX6E79) estacionada no passeio;
➡️ Barraca com venda de cangas e biquínis que expande sua área de atuação com araras.",FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
357,Rua Siqueira Campos,203b,Rua Siqueira Campos 170 ATÉ 203,-22.965737072624922,-43.18827983727046,"Estacionamento irregular em toda extensão, em frente ao numeral 203, placa sinalizando vagas para Táxi com motos estacionadas.  Local de área residencial⁠ e comercial.",FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
275,Avenida Vieira Souto,276,,-22.986566916708,-43.20193370183264,sem alteração sem,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
313,Avenida Nossa Senhora de Copacabana,331,Av. Nossa Sra de Copacabana - entre o número 291 e 360.,-22.966947600639966,-43.180115243408025,"Neste trecho havia 2 motos elétricas na calçada, presas à uma árvore.",FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
293,Avenida Atlântica,1475,,-22.966509630744053,-43.17663483158032,"Estacionamento regularizado ao longo da via, com a presença de guardador credenciado.",FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
366,Rua Lauro Müller,1,Rua Lauro Muller entre 4 e 116,-22.956720249552365,-43.17630207019454,Estacionamento na calçada. ⛔ ODJUS = Pedras soltas no calçadão. Sem alterações nos outros aspectos.,FALSE,TRUE,20,Botafogo,,20,Rio Sul,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
503,Rua Visconde de Pirajá,351,"Rua Visconde de Pirajá , do nº 336 AO 259",-22.984218824928007,-43.20609981665188,"Em frente ao numeral 351, foram observados 10 motos elétricas, estacionadas no passeio, atrapalhando a passagem de pedestre. Sem alterações nos outros itens elencados no trecho referenciado.",FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
504,Rua Maria Quitéria,56,"Rua Maria Quitéria, do nº 37 ao 70.",-22.98468173160641,-43.207134655875976,Veículo pertencente ao vencedor de quentinhas estacionado irregularmente. Sem alterações nos outros itens elencados no trecho referenciado.,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
278,Avenida Vieira Souto,350,,-22.9863087,-43.2040275,"Foi constatado em frente ao numeral 350, um veículo sendo utilizado aparentemente como depósito de bebidas para vendedores de ambulantes.",FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
299,Avenida Atlântica,2744,Avenida Atlântica entre 2554 e 2616,-22.973526381107796,-43.186601920279664,Estacionamento rotativo,FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
506,Rua Vinícius de Moraes,67,"Rua Vinicius de Moraes, do nº 49 e 81.",-22.984919639267336,-43.20290036643644,Caminhão em carga/descarga em local não regulamentado. Sem alterações nos outros itens elencados no trecho referenciado.,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
685,R. Vinte e Quatro de Maio,S/N,,-22.90352803944736,-43.27085143386097,,FALSE,,61,Engenho Novo,,10,Estação Méier - Cachambi,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
735,Rua Coração de Maria,395,,-22.8918064,-43.2749131,,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
751,Avenida Pastor Martin Luther King Junior,28,,-22.880077469745437,-43.26932639345149,,FALSE,TRUE,53,Del Castilho,,7,Estação Del Castilho - Norte Shopping,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
750,Avenida Dom Hélder Câmara,4560,,-22.883800201728857,-43.27715489210476,,FALSE,TRUE,53,Del Castilho,,7,Estação Del Castilho - Norte Shopping,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
755,Avenida Pastor Martin Luther King Junior,12,,-22.874680992296113,-43.28119839227622,,FALSE,,54,Inhauma,,,,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
749,Avenida Dom Hélder Câmara,4042,,-22.881002349485232,-43.275030892458936,,FALSE,TRUE,53,Del Castilho,,7,Estação Del Castilho - Norte Shopping,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
851,Avenida das Américas,443,Av. das Américas esquina com Luís Carlos Prestes,-22.999374745265094,-43.3552907103043,Carros parados ao longo prejudicando a visibilidade,FALSE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,15,Estacionamento irregular forçando pedestres à pista,TRUE,SEOP,"O agente deve identificar se há veículos de qualquer porte estacionados irregularmente sobre o calçamento que force o pedestre a transitar pela pista de rolamento.<br>
<img>
<br>
Caso o agente tenha mais detalhes sobre a ocupação do passeio, ele poderá detalhar no campo “observações"", conforme exemplos abaixo: <br>

Exemplo 1: Carros estacionados entre os números 43 e 47, em razão da existência de oficina mecânica no número 45. <br>
Exemplo 2: Carros estacionados por serviço de manobrista relacionado à casa de festas situada no número 67 do logradouro.",4,SEOP,3900
